pmid,title,abstract
38887344,Periocular Desmoplastic Malignant Melanoma and Orbital Invasion With Uncontrollable Disease: A Case Report.,"Primary orbital melanoma and metastatic cutaneous melanoma of the orbit are extremely rare. Desmoplastic melanoma (DM) is an infrequent variant of melanoma that can extend from a superficial location into deep tissues by neurotropic mechanisms. A 78-year-old male was referred to us with a periocular mixed malignant melanoma (spindle cell melanoma with desmoplastic reaction) in his left lower eyelid with uncontrollable disease (orbital and inferior orbital rim invasion) despite treatment. The surgical technique consisted of an extended orbital exenteration, maxillectomy, and ethmoidectomy, with a 2 cm macroscopic surgical margin. We performed a delayed socket reconstruction with a temporalis muscle flap using a transorbital approach. The patient remained disease-free for 1.5 years with a good quality of life since exenteration surgery. At this time, he presented a recurrence in the area of the malar scar with a new orbital invasion, and finally, he died due to mediastinal, pleural, and pulmonary metastasis. The treatment of a cutaneous melanoma arising in the periocular region is a challenging reconstructive problem and it may compromise the globe and visual function."
38887342,The Neurological Implications of COVID-19: A Comprehensive Narrative Review.,"The COVID-19 pandemic caused by the coronavirus SARS-CoV-2 revealed a huge number of problems as well as discoveries in medicine, notably, regarding the effects of the virus on the central nervous system (CNS) and peripheral nervous system (PNS). This paper is a narrative review that takes a deep dive into the complex interactions between COVID-19 and the NS. Therefore, this paper explains the broad range of neurological manifestations and neurodegenerative diseases caused by the virus. It carefully considers the routes through which SARS-CoV-2 reaches the NS, including the olfactory system and of course, the hematogenous route, which are also covered when discussing the virus's direct and indirect mechanisms of neuropathogenesis. Besides neurological pathologies such as stroke, encephalitis, Guillain-Barré syndrome, Parkinson's disease, and multiple sclerosis, the focus area is also given to the challenges of making diagnosis, treatment, and management of these conditions during the pandemic. The review also examines the strategic and interventional approaches utilized to prevent these disorders, as well as the ACE2 receptors implicated in the mediation of neurological effects caused by COVID-19. This detailed overview, which combines research outputs with case data, is directed at tackling this pandemic challenge, with a view toward better patient care and outcomes in the future."
38886204,BCN20000: Dermoscopic Lesions in the Wild.,"Advancements in dermatological artificial intelligence research require high-quality and comprehensive datasets that mirror real-world clinical scenarios. We introduce a collection of 18,946 dermoscopic images spanning from 2010 to 2016, collated at the Hospital Clínic in Barcelona, Spain. The BCN20000 dataset aims to address the problem of unconstrained classification of dermoscopic images of skin cancer, including lesions in hard-to-diagnose locations such as those found in nails and mucosa, large lesions which do not fit in the aperture of the dermoscopy device, and hypo-pigmented lesions. Our dataset covers eight key diagnostic categories in dermoscopy, providing a diverse range of lesions for artificial intelligence model training. Furthermore, a ninth out-of-distribution (OOD) class is also present on the test set, comprised of lesions which could not be distinctively classified as any of the others. By providing a comprehensive collection of varied images, BCN20000 helps bridge the gap between the training data for machine learning models and the day-to-day practice of medical practitioners. Additionally, we present a set of baseline classifiers based on state-of-the-art neural networks, which can be extended by other researchers for further experimentation."
38886182,"Associations with other cancer-related biomarkers might contribute to poor outcomes in RAS-altered, younger patients with colorectal cancer.","Colorectal cancer (CRC) is a common cancer in younger adults. In patients undergoing liver resection with RAS-altered CRCs, there is evidence suggesting younger patients have worse outcomes than older patients. To explain this pattern, differences in associations between RAS status and other cancer-related biomarkers in tumors from younger versus older patients with CRC were evaluated in a cohort of 925 patients with CRC, 277 (30.0%) of whom were ≤50 years old, and 454 (49.1%) who had RAS-altered tumors. For 3 biomarkers, RNF43, APC, and microsatellite instability (MSI), the association with RAS status was significantly modified by age after adjustment for multiple testing. Specifically, younger patients with RAS-altered tumors were more likely to be MSI-high, RNF43 mutated, and APC wild type. These differences might contribute to the observed pattern of diminished survival in younger versus older patients with CRC with RAS-mutated tumors undergoing liver metastasis resection."
38885835,The future of targeted therapy in chronic spontaneous urticaria.,"Chronic urticaria can be divided into two subsets: chronic spontaneous urticaria (CSU) with skin lesions occurring without a specific trigger and chronic inducible urticaria (CIndU) which has an identified specific stimulus. The annual prevalence of CU is 0.5% to 2.3% globally. CSU is a self-limited disorder in most cases, with an average duration of 2 to 5 years, but symptoms persist beyond five years in up to 30% of patients. The first line of treatment is a daily non-sedating, second-generation H1- antihistamines. CSU guidelines recommend using oral non-sedating antihistamines up to 4-fold in patients with CSU unresponsive to standard doses as the next step in treatment. A meta-analysis found that the rate of response in patients with CSU who responded to up-dosing was 63.2%. Therefore, approximately 40% of patients continue to have persistent hives and itching requiring treatment with the biologic omalizumab based on evidence from randomized controlled trials. Although omalizumab has been shown to markedly improve symptoms of CSU, omalizumab is not effective in all patients and has not been shown to induce long-term disease remission. Thus, there is an unmet need for more effective treatments that can lead to cure or long-term remission. In this review, we will provide an overview of new treatment targets and biologics that are under investigation for the treatment of CSU."
38887492,Exploring the role of brain-derived extracellular vesicles in viral infections: from pathological insights to biomarker potential.,"Extracellular vesicles (EVs) are membrane-bound vesicles secreted by all cell types that play a central role in cell-to-cell communication. Since these vesicles serve as vehicles of cellular content (nucleic acids, proteins and lipids) with the potential to cross biological barriers, they represent a novel attractive window into an otherwise inaccessible organ, such as the brain. The composition of EVs is cell-type specific and mirrors the physiological condition of the cell-of-origin. Consequently, during viral infection, EVs undergo significant changes in their content and morphology, thereby reflecting alterations in the cellular state. Here, we briefly summarize the potential of brain-derived EVs as a lens into viral infection in the central nervous system, thereby: 1) uncovering underlying pathophysiological processes at play and 2) serving as liquid biopsies of the brain, representing a non-invasive source of biomarkers for monitoring disease activity. Although translating the potential of EVs from research to diagnosis poses complexities, characterizing brain-derived EVs in the context of viral infections holds promise to enhance diagnostic and therapeutic strategies, offering new avenues for managing infectious neurological diseases."
38885913,Autophagy markers LC3 and p62 in aging lumbar motor neurons.,"Autophagy is a ubiquitous process through which damaged cytoplasmic structures are recycled and degraded within cells. Aging can affect autophagy regulation in different steps leading to the accumulation of damaged organelles and proteins, which can contribute to cell dysfunction and death. Motor neuron (MN) loss and sarcopenia are prominent features of neuromuscular aging. Previous studies on phrenic MNs showed increased levels of the autophagy proteins LC3 and p62 in 24 month compared to 6 month old mice, consistent with the onset of diaphragm muscle sarcopenia. In the present study, we hypothesized that aging leads to increased expression of the autophagy markers LC3 and p62 in single lumbar MNs. Expression of LC3 and p62 in lumbar MNs (spinal levels L1-L6) was assessed using immunofluorescence and confocal imaging of male and female mice at 6, 18 and 24 months of age, reflecting 100 %, 90 % and 75 % survival, respectively. A mixed linear model with animal as a random effect was used to compare relative LC3 and p62 expression in choline acetyl transferase-positive MNs across age groups. Expression of LC3 and p62 decreased in the white matter of the lumbar spinal cord with aging, with ~29 % decrease in LC3 and ~ 7 % decrease in p62 expression at 24 months of age compared to 6 months of age. There was no change in LC3 or p62 expression in the gray matter with age. LC3 expression in MNs relative to white matter increased significantly with age, with 150 % increase at 24 months of age compared to 6 months of age. Similarly, p62 expression in MNs relative to white matter increased significantly with age, with ~14 % increase at 24 months of age compared to 6 months of age. No effect of sex or MN pool was observed in LC3 and p62 expression in MNs. Overall, these data suggest autophagy impairment during elongation (increased LC3) and degradation (increased p62) phases with aging in lumbar MNs."
38886587,Calibrated prediction intervals for polygenic scores across diverse contexts.,"Polygenic scores (PGS) have emerged as the tool of choice for genomic prediction in a wide range of fields. We show that PGS performance varies broadly across contexts and biobanks. Contexts such as age, sex and income can impact PGS accuracy with similar magnitudes as genetic ancestry. Here we introduce an approach (CalPred) that models all contexts jointly to produce prediction intervals that vary across contexts to achieve calibration (include the trait with 90% probability), whereas existing methods are miscalibrated. In analyses of 72 traits across large and diverse biobanks (All of Us and UK Biobank), we find that prediction intervals required adjustment by up to 80% for quantitative traits. For disease traits, PGS-based predictions were miscalibrated across socioeconomic contexts such as annual household income levels, further highlighting the need of accounting for context information in PGS-based prediction across diverse populations."
38886404,Association of intensity and dominance of CEOs' smiles with corporate performance.,"This study investigated whether the facial expressions of chief executive officers (CEOs) are associated with corporate performance. A photograph of the CEO or president of each company that appeared on the Fortune Global 500 list for 2018 was taken from the company's official website. The smile intensity and action unit activation in each face were calculated using a pre-trained machine learning algorithm, FACET. The results revealed a positive association between smile intensity and company profit, even when controlling for the company's geographic location (Western culture versus others) and the CEO's gender. Furthermore, when the type of smile was examined with the activation of each action unit, this significant positive association was identified in the dominant smile but not in the reward and affiliative smiles. Relationships among the leader's smile intensity, group strategy, and group performance are discussed."
38887551,Omalizumab in combination with subcutaneous immunotherapy for the treatment of multiple allergies associated with attention-deficit/hyperactivity disorder: a case report and a literature review.,"We describe the case of a 10-year-old boy with asthma (AS), accompanied by allergic rhinitis (AR), food allergy (FA), and combined attention-deficit/hyperactivity disorder (ADHD), who was treated at Shanghai Renji Hospital on 11 July 2020. The efficiency of the previous treatment with salmeterol/ticlosone was poor. Treatment with montelukast sodium resulted in development of neurological symptoms. Treatment with omalizumab in combination with subcutaneous immunotherapy (SCIT) was then initiated in our department based on anti-asthmatic therapy. Symptoms of asthma were completely controlled, and FA and AR symptoms improved. The treatment regimen led to a significant improvement in ADHD symptoms and the overall quality of life of the patient. The literature search was done in the PubMed database using ""attention deficit/hyperactivity disorder/ADHD"" and ""asthma"" as keywords, and we identified 47 relevant articles. In conclusion, our results show that treating asthma with omalizumab in combination with salmeterol/ticlosone and SCIT is efficient in controlling symptoms of multiple allergies and may lead to the improvement in ADHD symptoms and the overall quality of life of pediatric patients with ADHD. While current studies suggest that allergic diseases are closely related to ADHD, there is still a lack of studies or case reports of complete treatment protocols to provide clinical clues for management of the disease."
38886207,Sampling Strategies for Experimentally Mapping Molecular Fitness Landscapes Using High-Throughput Methods.,"Empirical studies of genotype-phenotype-fitness maps of proteins are fundamental to understanding the evolutionary process, in elucidating the space of possible genotypes accessible through mutations in a landscape of phenotypes and fitness effects. Yet, comprehensively mapping molecular fitness landscapes remains challenging since all possible combinations of amino acid substitutions for even a few protein sites are encoded by an enormous genotype space. High-throughput mapping of genotype space can be achieved using large-scale screening experiments known as multiplexed assays of variant effect (MAVEs). However, to accommodate such multi-mutational studies, the size of MAVEs has grown to the point where a priori determination of sampling requirements is needed. To address this problem, we propose calculations and simulation methods to approximate minimum sampling requirements for multi-mutational MAVEs, which we combine with a new library construction protocol to experimentally validate our approximation approaches. Analysis of our simulated data reveals how sampling trajectories differ between simulations of nucleotide versus amino acid variants and among mutagenesis schemes. For this, we show quantitatively that marginal gains in sampling efficiency demand increasingly greater sampling effort when sampling for nucleotide sequences over their encoded amino acid equivalents. We present a new library construction protocol that efficiently maximizes sequence variation, and demonstrate using ultradeep sequencing that the library encodes virtually all possible combinations of mutations within the experimental design. Insights learned from our analyses together with the methodological advances reported herein are immediately applicable toward pooled experimental screens of arbitrary design, enabling further assay upscaling and expanded testing of genotype space."
38886859,Stem cell-based therapy for fibrotic diseases: mechanisms and pathways.,"Fibrosis is a pathological process, that could result in permanent scarring and impairment of the physiological function of the affected organ; this condition which is categorized under the term organ failure could affect various organs in different situations. The involvement of the major organs, such as the lungs, liver, kidney, heart, and skin, is associated with a high rate of morbidity and mortality across the world. Fibrotic disorders encompass a broad range of complications and could be traced to various illnesses and impairments; these could range from simple skin scars with beauty issues to severe rheumatologic or inflammatory disorders such as systemic sclerosis as well as idiopathic pulmonary fibrosis. Besides, the overactivation of immune responses during any inflammatory condition causing tissue damage could contribute to the pathogenic fibrotic events accompanying the healing response; for instance, the inflammation resulting from tissue engraftment could cause the formation of fibrotic scars in the grafted tissue, even in cases where the immune system deals with hard to clear infections, fibrotic scars could follow and cause severe adverse effects. A good example of such a complication is post-Covid19 lung fibrosis which could impair the life of the affected individuals with extensive lung involvement. However, effective therapies that halt or slow down the progression of fibrosis are missing in the current clinical settings. Considering the immunomodulatory and regenerative potential of distinct stem cell types, their application as an anti-fibrotic agent, capable of attenuating tissue fibrosis has been investigated by many researchers. Although the majority of the studies addressing the anti-fibrotic effects of stem cells indicated their potent capabilities, the underlying mechanisms, and pathways by which these cells could impact fibrotic processes remain poorly understood. Here, we first, review the properties of various stem cell types utilized so far as anti-fibrotic treatments and discuss the challenges and limitations associated with their applications in clinical settings; then, we will summarize the general and organ-specific mechanisms and pathways contributing to tissue fibrosis; finally, we will describe the mechanisms and pathways considered to be employed by distinct stem cell types for exerting anti-fibrotic events."
38887166,Photochemical Synthesis of Thioesters from Aryl Halides and Carboxylic Acids.,"Thioesters are important in synthesis, materials science, and biology, and their preparation traditionally relies on the use of disagreeable thiols. Here, we report a thiol-free protocol that stitches together widespread carboxylic acids and aryl halides, producing a diverse array of thioesters. Crucial to this strategy is the discovery that tetramethylthiourea can serve as both a sulfur source and, upon direct excitation by purple light, as a strong reductant, suitable for activating aryl halides via single-electron transfer. Coupling of the resulting aryl radicals provides an isothiouronium ion intermediate, which can be attacked by carboxylic acids via a polar pathway, affording the thioester products under mild conditions."
38886411,Cancer-associated Histone H3 N-terminal arginine mutations disrupt PRC2 activity and impair differentiation.,"Dysregulated epigenetic states are a hallmark of cancer and often arise from genetic alterations in epigenetic regulators. This includes missense mutations in histones, which, together with associated DNA, form nucleosome core particles. However, the oncogenic mechanisms of most histone mutations are unknown. Here, we demonstrate that cancer-associated histone mutations at arginines in the histone H3 N-terminal tail disrupt repressive chromatin domains, alter gene regulation, and dysregulate differentiation. We find that histone H3R2C and R26C mutants reduce transcriptionally repressive H3K27me3. While H3K27me3 depletion in cells expressing these mutants is exclusively observed on the minor fraction of histone tails harboring the mutations, the same mutants recurrently disrupt broad H3K27me3 domains in the chromatin context, including near developmentally regulated promoters. H3K27me3 loss leads to de-repression of differentiation pathways, with concordant effects between H3R2 and H3R26 mutants despite different proximity to the PRC2 substrate, H3K27. Functionally, H3R26C-expressing mesenchymal progenitor cells and murine embryonic stem cell-derived teratomas demonstrate impaired differentiation. Collectively, these data show that cancer-associated H3 N-terminal arginine mutations reduce PRC2 activity and disrupt chromatin-dependent developmental functions, a cancer-relevant phenotype."
38887528,Exfoliation of titanium nitride using a non-thermal plasma process.,"In this study, we present a novel approach for the exfoliation of titanium nitride (TiN) powders utilizing a rapid, facile, and environmentally friendly non-thermal plasma method. This method involves the use of an electric arc and nitrogen as the ambient gas at room temperature to generate ionized particles. These ionized species interact with the ceramic crystal of TiN, resulting in a pronounced structural expansion. The exfoliated TiN products were comprehensively characterized using transmission electron microscopy, X-ray diffraction, and Raman spectroscopy. Remarkably, the cubic crystal structure of TiN was effectively retained, while the (200) crystal plane d-spacing increased from 2.08 to 3.09 Å, accompanied by a reduction in crystallite size and alterations in Raman vibrational modes. Collectively, these findings provide compelling evidence for the successful exfoliation of TiN structures using our innovative non-thermal plasma method, opening up exciting possibilities for advanced material applications."
38888029,Hollow Core-Shelled Na4Fe2.4Ni0.6(PO4)2P2O7 with Tiny-Void Space Capable Fast-Charge and Low-Temperature Sodium Storage.,"Iron-based mixed polyanion phosphate Na4Fe3(PO4)2P2O7 (NFPP) is recognized as a promising cathode for Sodium-ion Batteries (SIBs) due to its low cost and environmental friendliness. However, its inherent low conductivity and sluggish Na+ diffusion limit fast charge and low-temperature sodium storage. This study pioneers a scalable synthesis of hollow core-shelled Na4Fe2.4Ni0.6(PO4)2P2O7 with tiny-void space (THoCS-0.6Ni) via a one-step spray-drying combined with calcination process due to the different viscosity, coordination ability, molar ratios, and shrinkage rates between citric acid and polyvinylpyrrolidone. This unique structure with interconnected carbon networks ensures rapid electron transport and fast Na+ diffusion, as well as efficient space utilization for relieve volume expansion. Incorporating regulation of lattice structure by doping Ni heteroatom to effectively improve intrinsic electron and Na+ diffusion path and energy barrier, which achieves fast charge and low-temperature sodium storage. As a result, THoCS-0.6Ni exhibits superior rate capability (86.4 mAh g-1 at 25 C). Notably, THoCS-0.6Ni demonstrates exceptional cycling stability at -20 °C with a capacity of 43.6 mAh g-1 after 2500 cycles at 5 C. This work provides a universal strategy to design the hollow core-shelled structure with tiny-void space cathode materials for reversible batteries with fast-charge and low-temperature storage features."
38886033,Oligo-benzamide-based peptide mimicking tools for modulating biology.,"The oligo-benzamide scaffold is a rigid organic framework that can hold 2-3 functional groups as O-alkyl substituents on its benzamide units, mirroring their natural arrangement in an α-helix. Oligo-benzamides demonstrated outstanding α-helix mimicry and can be readily synthesized by following high yielding and iterative reaction steps in both solution-phase and solid-phase. A number of oligo-benzamides have been designed to emulate α-helical peptide segments in biologically active proteins and showed strong protein binding, in turn effectively disrupting protein-protein interactions in vitro and in vivo. In this chapter, the design of oligo-benzamides for mimicking α-helices, efficient synthetic routes for producing them, and their biomedical studies showing remarkable potency in inhibiting protein functions are discussed."
38886543,Europe as a secondary distribution hub in the worldwide invasion of the potato cyst nematode Globodera rostochiensis.,"The potato cyst nematode Globodera rostochiensis originates from the Andean Mountain region in South America and has unintentionally been introduced to all inhabited continents. Several studies have examined the population genetic structure of this pest in various countries by using microsatellite markers. However, merging microsatellite data produced from different laboratories is challenging and can introduce uncertainty when interpreting the results. To overcome this challenge and to explore invasion routes of this pest, we have genotyped 22 G. rostochiensis populations from all continents. Within populations, the highest genetic diversity was observed in the South American populations, the European populations showed an intermediate level of genetic diversity and the remaining populations were the less diverse. This confirmed pre-existing knowledge such as a first introduction event from South America to Europe, but the less diverse populations could originate either from South America or from Europe. At the continental scale, STRUCTURE genetic clustering output indicated that North America and Asia have experienced at least two introduction events. Comparing different evolutionary scenarios, the Approximate Bayesian Computation analysis showed that Europe served as a secondary distribution centre for the invasion of G. rostochiensis into all other continents (North America, Africa, Asia and Oceania)."
38887984,Stress-induced Rab11a-exosomes induce amphiregulin-mediated cetuximab resistance in colorectal cancer.,"Exosomes are secreted vesicles made intracellularly in the endosomal system. We have previously shown that exosomes are not only made in late endosomes, but also in recycling endosomes marked by the monomeric G-protein Rab11a. These vesicles, termed Rab11a-exosomes, are preferentially secreted under nutrient stress from several cancer cell types, including HCT116 colorectal cancer (CRC) cells. HCT116 Rab11a-exosomes have particularly potent signalling activities, some mediated by the epidermal growth factor receptor (EGFR) ligand, amphiregulin (AREG). Mutant activating forms of KRAS, a downstream target of EGFR, are often found in advanced CRC. When absent, monoclonal antibodies, such as cetuximab, which target the EGFR and block the effects of EGFR ligands, such as AREG, can be administered. Patients, however, inevitably develop resistance to cetuximab, either by acquiring KRAS mutations or via non-genetic microenvironmental changes. Here we show that nutrient stress in several CRC cell lines causes the release of AREG-carrying Rab11a-exosomes. We demonstrate that while soluble AREG has no effect, much lower levels of AREG bound to Rab11a-exosomes from cetuximab-resistant KRAS-mutant HCT116 cells, can suppress the effects of cetuximab on KRAS-wild type Caco-2 CRC cells. Using neutralising anti-AREG antibodies and an intracellular EGFR kinase inhibitor, we show that this effect is mediated via AREG activation of EGFR, and not transfer of activated KRAS. Therefore, presentation of AREG on Rab11a-exosomes affects its ability to compete with cetuximab. We propose that this Rab11a-exosome-mediated mechanism contributes to the establishment of resistance in cetuximab-sensitive cells and may explain why in cetuximab-resistant tumours only some cells carry mutant KRAS."
38886511,Serum protein profiling reveals mechanism of activated thrombus formation in patients with stroke and atrial fibrillation.,"Stroke is an acute cerebrovascular disease in which blood flow to the brain is suddenly disrupted, causing damage to nerve cells. It involves complex and diverse pathophysiological processes and the treatment strategies are also diverse. The treatment for patients with stroke and atrial fibrillation (AF) is aimed at suppressing thrombus formation and migration. However, information regarding the protein networking involved in different thrombus formation pathways in patients with AF and stroke is insufficient. We performed protein profiling of patients with ischemic stroke with and without AF to investigate the mechanisms of thrombus formation and its pathophysiological association while providing helpful information for treating and managing patients with AF. These two groups were compared to identify the protein networks related to thrombus formation in AF. We observed that patients with ischemic stroke and AF had activated inflammatory responses induced by C-reactive protein, lipopolysaccharide-binding protein, and alpha-1-acid glycoprotein 1. In contrast, thyroid hormones were increased due to a decrease in transthyretin and retinol-binding protein 4 levels. The mechanism underlying enhanced cardiac activity, vasodilation, and the resulting thrombosis pathway were confirmed in AF. These findings will play an essential role in improving the prevention and treatment of AF-related stroke."
38885857,Unravelling biochemical and structural features of Bacillus licheniformis GH5 mannanase using site-directed mutagenesis and high-resolution protein crystallography studies.,"Glycoside hydrolase family 5 (GH5) encompasses enzymes with several different activities, including endo-1,4-β-mannosidases. These enzymes are involved in mannan degradation, and have a number of biotechnological applications, such as mannooligosaccharide prebiotics production, stain removal and dyes decolorization, to name a few. Despite the importance of GH5 enzymes, only a few members of subfamily 7 were structurally characterized. In the present work, biochemical and structural characterization of Bacillus licheniformis GH5 mannanase, BlMan5_7 were performed and the enzyme cleavage pattern was analyzed, showing that BlMan5_7 requires at least 5 occupied subsites to perform efficient hydrolysis. Additionally, crystallographic structure at 1.3 Å resolution was determined and mannoheptaose (M7) was docked into the active site to investigate the interactions between substrate and enzyme through molecular dynamic (MD) simulations, revealing the existence of a - 4 subsite, which might explain the generation of mannotetraose (M4) as an enzyme product. Biotechnological application of the enzyme in stain removal was investigated, demonstrating that BlMan5_7 addition to washing solution greatly improves mannan-based stain elimination."
38887350,Virtual Fracture Clinic Patients' Satisfaction Outcomes.,"Background During the COVID-19 pandemic, there was a need to balance optimum treatment service and the safety of patients and hospital staff. The British Orthopaedic Association recommended a virtual fracture clinic to give the right first-time decision and to minimize patient exposure to disease. This study aimed to evaluate the patients' satisfaction outcomes for the service provided through the virtual fracture clinic. Methodology From January to May 2022, all patients seen by the staff in the Emergency Department (ED) at Queens Burton Hospitals were enrolled in a prospective study. An Excel spreadsheet was provided to both ED personnel and the orthopaedic team for accessibility. Patients were continually added to the spreadsheet, and their cases were reviewed by the on-call consultant to devise treatment plans. A satisfaction questionnaire was collected from patients about their virtual clinic experience as a route to provide treatment service. Results The study comprised 150 patients, with an average age of 40 years. Distal radial fractures represented one-third of the cases. Different modalities of management were offered such as a sling, splint, cast, or referral to physiotherapy. Around 75% of cases were satisfied, understood the advice given over the phone, and were not required to attend the actual clinic. The remaining quarter attended the clinic either for further reassessment by an orthopaedic surgeon or for discussion of their injury as they could not get the full message over the phone due to fast calls, hearing struggles, or just listening to messages. Conclusions The virtual fracture clinic is an effective standalone service that gained around 75% satisfaction in patients' outcome questionnaires. It saved the actual fracture clinic slots and hospital resources. It is recommended to be part of the standard daily practice throughout the United Kingdom."
38886623,Duvelisib plus romidepsin in relapsed/refractory T cell lymphomas: a phase 1b/2a trial.,"PI3K-δ inhibitors have shown impressive activity in lymphoid malignancies but have been hampered by autoimmune and infectious toxicities, leading to market withdrawals. We previously demonstrated activity of the PI3K-δγ inhibitor duvelisib in T cell lymphomas (TCLs) that was associated with inflammatory adverse events. As reported here, we conducted a phase 1b/2a study of duvelisib in combination with either romidepsin (n = 66) or bortezomib (n = 32) in patients with relapsed/refractory TCL and found that the addition of romidepsin, but not bortezomib, appeared to increase efficacy while attenuating PI3K inhibitor-driven toxicity. The primary endpoint of the study was to determine the safety and maximum tolerated dose of duvelisib, which was 75 mg twice daily when combined with romidepsin versus 25 mg twice daily when combined with bortezomib. The most common adverse events were neutropenia (42%, 25/59) and fatigue (37%, 22/59) in patients treated with duvelisib and romidepsin and diarrhea (48%, 11/23) and neutropenia (30%, 7/23) in patients treated with duvelisib and bortezomib. Duvelisib and romidepsin resulted in less grade 3/4 hepatotoxicity (14%, 8/59) compared to 40% (14/35) in our previous study with duvelisib monotherapy. This was associated with reductions in circulating inflammatory mediators and myeloid cell inflammatory gene expression. Secondary endpoints of overall and complete response rates were 55% (35/64) and 34% (22/64) for patients treated with duvelisib and romidepsin and 34% (11/32) and 13% (4/32) for patients treated with duvelisib and bortezomib. Among patients with peripheral T cell lymphomas (PTCLs), overall and complete response rates of duvelisib and romidepsin were 56% (27/48) and 44% (21/48), respectively, with exploratory analyses showing increased response rates in patients with a follicular helper T cell subtype. These findings support further development of combined PI3K and histone deacetylase (HDAC) inhibition in TCLs and suggest a unique strategy to enable PI3K inhibitor-based combinations for additional patient populations. ClinicalTrials.gov identifier: NCT02783625 ."
38887004,Various retraction techniques for laparoscopic pancreaticoduodenectomy.,"The laparoscopic pancreaticoduodenectomy (LPD), introduced by Gagner and Pomp in 1994, is typically done in high-volume centers due to its technical demands. Our methods aim to provide effective traction, enabling efficient surgery despite limited staffing. A retrospective analysis of 29 patients undergoing LPD by a single surgeon between September 2021 and December 2022 showed promising outcomes: median intraoperative bleeding of 425 mL, operation time of 505 minutes, and postoperative hospital stay of 10 days. With only one case requiring open conversion, our external retraction techniques demonstrate efficacy in overcoming challenges associated with manpower constraints, highlighting potential utility for surgeons in similar settings. We share LPD external retraction techniques and outcomes."
38886867,Retroperitoneal dermoid cyst complicated with uterine adenomyoma: a case report and literature review.,"Pelvic masses frequently originate from the pelvic cavity and are often associated with uterine, ovarian, or intestinal disorders. This report describes the case of a patient with a pelvic mass diagnosed as a retroperitoneal dermoid cyst at our hospital. We analyzed this case and conducted a literature review, to mitigate the risk of misdiagnosis and enhance the treatment of retroperitoneal masses."
38886292,Removing Adversarial Noise in X-ray Images via Total Variation Minimization and Patch-Based Regularization for Robust Deep Learning-based Diagnosis.,"Deep learning has significantly advanced the field of radiology-based disease diagnosis, offering enhanced accuracy and efficiency in detecting various medical conditions through the analysis of complex medical images such as X-rays. This technology's ability to discern subtle patterns and anomalies has proven invaluable for swift and accurate disease identification. The relevance of deep learning in radiology has been particularly highlighted during the COVID-19 pandemic, where rapid and accurate diagnosis is crucial for effective treatment and containment. However, recent research has uncovered vulnerabilities in deep learning models when exposed to adversarial attacks, leading to incorrect predictions. In response to this critical challenge, we introduce a novel approach that leverages total variation minimization to combat adversarial noise within X-ray images effectively. Our focus narrows to COVID-19 diagnosis as a case study, where we initially construct a classification model through transfer learning designed to accurately classify lung X-ray images encompassing no pneumonia, COVID-19 pneumonia, and non-COVID pneumonia cases. Subsequently, we extensively evaluated the model's susceptibility to targeted and un-targeted adversarial attacks by employing the fast gradient sign gradient (FGSM) method. Our findings reveal a substantial reduction in the model's performance, with the average accuracy plummeting from 95.56 to 19.83% under adversarial conditions. However, the experimental results demonstrate the exceptional efficacy of the proposed denoising approach in enhancing the performance of diagnosis models when applied to adversarial examples. Post-denoising, the model exhibits a remarkable accuracy improvement, surging from 19.83 to 88.23% on adversarial images. These promising outcomes underscore the potential of denoising techniques to fortify the resilience and reliability of AI-based COVID-19 diagnostic systems, laying the foundation for their successful deployment in clinical settings."
38886069,Size-based expectation maximization for characterizing nucleosome positions and subtypes.,"Genome-wide nucleosome profiles are predominantly characterized using MNase-seq, which involves extensive MNase digestion and size selection to enrich for mono-nucleosome-sized fragments. Most available MNase-seq analysis packages assume that nucleosomes uniformly protect 147-bp DNA fragments. However, some nucleosomes with atypical histone or chemical compositions protect shorter lengths of DNA. The rigid assumptions imposed by current nucleosome analysis packages potentially prevent investigators from understanding the regulatory roles played by atypical nucleosomes. To enable the characterization of different nucleosome types from MNase-seq data, we introduce the Size-based Expectation Maximization (SEM) nucleosome-calling package. SEM employs a hierarchical Gaussian mixture model to estimate nucleosome positions and subtypes. Nucleosome subtypes are automatically identified based on the distribution of protected DNA fragments. Benchmark analysis indicates that SEM is on par with existing packages in terms of standard nucleosome-calling accuracy metrics, while uniquely providing the ability to characterize nucleosome subtype identities. Applying SEM to a low-dose MNase-H2B-ChIP-seq dataset from mouse embryonic stem cells, we identified three nucleosome types: short-fragment nucleosomes; canonical nucleosomes; and di-nucleosomes. Short-fragment nucleosomes can be divided further into two subtypes based on their chromatin accessibility. Interestingly, short-fragment nucleosomes in accessible regions exhibit high MNase sensitivity and are enriched at transcription start sites (TSSs) and CTCF peaks, similar to previously reported 'fragile nucleosomes'. These SEM-defined accessible short-fragment nucleosomes are found not just in promoters, but also in distal regulatory regions. Additional analyses reveal their colocalization with the chromatin remodelers Chd6, Chd8, and Ep400. In summary, SEM provides an effective platform for exploration of nonstandard nucleosome subtypes."
